chrom	start	end	gene	n_c	n_k	psi_c	psi_k	dpsi	ncpg_c	meth_c	ncpg_k	meth_k	dmeth	junc_total	psi_112c	psi_114c	psi_115c	psi_131c	psi_136c	psi_138c	psi_187t	psi_196t	psi_198t	psi_205t	psi_212t	psi_214t
NC_037647.1	245341	245378	rna-XM_623807.5	6	6	1.0	1.0	0.0	2	4.55	0	0.0	-4.55	3896	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	245465	245643	rna-XM_623807.5	6	6	1.0	1.0	0.0	3	72.4667	3	81.9	9.433300000000003	3786	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	245724	246150	rna-XM_623807.5	6	6	1.0	1.0	0.0	2	57.05	2	74.1	17.049999999999997	3847	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	247013	247155	rna-XM_397424.7	6	6	1.0	1.0	0.0	1	16.7	0	0.0	-16.7	3992	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	247222	247557	rna-XM_397424.7	6	6	1.0	1.0	0.0	4	29.175	2	27.8	-1.375	4254	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	249126	249293	rna-XM_623750.6	6	6	1.0	1.0	0.0	1	56.2	0	0.0	-56.2	7299	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	249375	249634	rna-XM_623750.6	6	6	1.0	1.0	0.0	2	76.4	2	88.1	11.699999999999989	7536	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	249710	249977	rna-XM_623750.6	6	6	1.0	1.0	0.0	3	63.2667	3	52.4333	-10.833399999999997	8936	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	254576	254966	rna-XM_006572191.3	6	6	0.9997709049255441	1.0	0.00022909507445589838	3	84.6667	3	75.9333	-8.733400000000003	12310	1.0000	1.0000	1.0000	1.0000	0.9986	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	255087	255160	rna-XM_006572191.3	6	6	1.0	1.0	0.0	3	0.0	3	0.0	0.0	20189	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	261505	261560	rna-XM_016917436.2	6	6	1.0	1.0	0.0	0	0.0	0	0.0	0.0	13591	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	261655	261723	rna-XM_003251854.4	6	6	0.994626062434803	0.9932674565197835	-0.0013586059150194618	0	0.0	0	0.0	0.0	21067	0.9964	0.9942	0.9945	0.9953	0.9925	0.9949	0.9949	0.9926	0.9915	0.9924	0.9957	0.9926
NC_037647.1	261880	262040	rna-XM_016917436.2	6	6	0.99984863200077	0.9996198614732718	-0.00022877052749825655	1	83.3	1	88.2	4.900000000000006	28457	1.0000	1.0000	1.0000	0.9996	1.0000	0.9995	1.0000	0.9993	0.9996	1.0000	0.9991	0.9996
NC_037647.1	265290	265441	rna-XM_026443190.1	6	6	1.0	1.0	0.0	2	90.8	2	100.0	9.200000000000003	1827	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	265599	266359	rna-XM_026443190.1	6	6	1.0	1.0	0.0	31	67.3387	31	70.1194	2.780699999999996	1622	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	266531	266589	rna-XM_026443191.1	6	6	1.0	0.9975845410628019	-0.0024154589371980784	1	71.4	1	83.3	11.899999999999991	676	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9855
NC_037647.1	268537	268978	rna-XM_395122.5	6	6	0.9889260798725248	1.0	0.011073920127475212	2	32.35	2	54.15	21.799999999999997	1124	0.9888	0.9674	1.0000	1.0000	1.0000	0.9774	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	269078	269256	rna-XM_395122.5	6	6	0.9130090668530091	0.949753946729949	0.03674487987693986	0	0.0	0	0.0	0.0	1851	0.9497	0.8771	0.9057	0.9430	0.9197	0.8828	0.9296	0.9813	0.9381	0.9398	0.9649	0.9448
NC_037647.1	282569	283896	rna-XM_026443516.1	6	6	1.0	1.0	0.0	92	0.7185	92	0.1478	-0.5707	404	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	293045	293891	rna-XM_026443516.1	6	6	0.9769145503887916	0.9842409685259891	0.007326418137197477	54	0.5037	54	0.6667	0.16299999999999992	473	0.9747	0.9672	1.0000	0.9474	0.9722	1.0000	1.0000	0.9540	0.9718	1.0000	1.0000	0.9796
NC_037647.1	299853	300148	rna-XM_026443516.1	6	6	0.9804113433365488	0.9882031123900347	0.007791769053485886	24	0.9875	24	0.7417	-0.24580000000000002	749	1.0000	0.9655	0.9829	0.9695	0.9832	0.9813	1.0000	0.9595	0.9855	1.0000	1.0000	0.9843
NC_037647.1	314300	314383	rna-XM_026443516.1	6	5	0.11036615412106177	0.09203885594415427	-0.018327298176907494	4	0.0	4	0.0	0.0	453	0.1940	0.0824	0.0909	0.0380	0.0805	0.1765		0.0588	0.0725	0.1340	0.1636	0.0312
NC_037647.1	323015	323284	rna-XM_026443516.1	6	6	0.9647392028950562	0.9581706108103027	-0.006568592084753466	13	0.8692	13	0.0	-0.8692	546	0.9592	0.9551	0.9726	0.9720	0.9789	0.9506	0.9592	0.9429	0.9535	0.9160	1.0000	0.9775
NC_037647.1	326347	326382	rna-XM_026443516.1	6	6	0.0032051282051282055	0.0	-0.0032051282051282055	2	0.0	2	0.0	0.0	631	0.0000	0.0000	0.0000	0.0000	0.0192	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
NC_037647.1	327742	327966	rna-XM_026443516.1	6	6	0.9630215710129244	0.9628861470455036	-0.0001354239674208335	7	0.0	7	0.0	0.0	633	0.9672	0.9368	0.9630	0.9695	0.9794	0.9623	0.9753	0.9649	0.9596	0.9375	1.0000	0.9400
NC_037647.1	338152	338356	rna-XM_026443516.1	6	6	0.9968847352024922	0.9824179580233238	-0.014466777179168444	10	0.48	10	0.0	-0.48	675	1.0000	1.0000	1.0000	1.0000	1.0000	0.9813	0.9789	1.0000	0.9813	0.9843	0.9500	1.0000
NC_037647.1	339947	340315	rna-XM_026443516.1	6	6	0.996969696969697	0.9872621535665607	-0.009707543403136287	16	0.8125	16	0.4188	-0.3937	675	1.0000	1.0000	1.0000	1.0000	1.0000	0.9818	0.9718	1.0000	0.9839	0.9839	0.9840	1.0000
NC_037647.1	348851	349035	rna-NM_001011605.1	6	5	1.0	1.0	0.0	1	43.3	1	56.0	12.700000000000003	375	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000		1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	349564	349945	rna-NM_001011605.1	6	5	1.0	1.0	0.0	13	0.7538	13	0.0	-0.7538	318	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000		1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	350435	350650	rna-NM_001011605.1	5	5	1.0	1.0	0.0	3	0.0	3	0.0	0.0	223	1.0000	1.0000	1.0000	1.0000	1.0000			1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	353138	353279	rna-XM_026443211.1	6	6	0.9956380431063975	0.9932426220465201	-0.002395421059877334	0	0.0	0	0.0	0.0	830	0.9873	1.0000	1.0000	0.9865	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9863	0.9732
NC_037647.1	353449	353887	rna-XM_026443211.1	6	6	1.0	1.0	0.0	2	40.0	1	0.0	-40.0	910	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	354040	354289	rna-XM_026443211.1	6	6	1.0	1.0	0.0	3	91.1	3	89.8	-1.2999999999999972	636	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	354552	354712	rna-XM_026443211.1	6	6	1.0	1.0	0.0	3	78.8333	1	82.4	3.5667000000000115	529	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	355395	356913	rna-XM_026443210.1	6	6	0.776842291078534	0.8264617708717742	0.04961947979324022	17	86.5706	16	89.6562	3.0855999999999995	1791	0.8581	0.7466	0.8044	0.7452	0.7868	0.7200	0.8333	0.8408	0.8079	0.8712	0.8074	0.7981
NC_037647.1	361092	361379	rna-XM_026443290.1	6	6	0.9954954954954954	0.9934640522875817	-0.002031443207913708	2	72.7	2	76.8	4.099999999999994	416	1.0000	1.0000	1.0000	0.9730	1.0000	1.0000	0.9608	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	361449	361530	rna-XM_026443289.1	6	6	0.9414766798239644	0.9146741297526199	-0.026802550071344577	0	0.0	0	0.0	0.0	430	0.8228	0.9677	1.0000	0.9250	1.0000	0.9333	0.8333	0.9310	0.9077	0.9529	0.9130	0.9500
NC_037647.1	363944	364068	rna-XM_026443287.1	6	6	0.9973163439003622	0.9989071038251366	0.0015907599247744209	2	78.2	2	76.2	-2.0	2742	0.9925	1.0000	1.0000	0.9963	1.0000	0.9951	0.9934	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	364158	364254	rna-XM_026443287.1	6	6	0.9968673216559775	0.9988344988344989	0.001967177178521462	0	0.0	0	0.0	0.0	2353	0.9905	1.0000	1.0000	0.9960	1.0000	0.9947	0.9930	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	364339	364515	rna-XM_026443287.1	6	6	0.9964115270895756	0.998661311914324	0.0022497848247483576	1	91.7	1	80.0	-11.700000000000003	2058	0.9891	1.0000	1.0000	0.9957	1.0000	0.9936	0.9920	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	365049	365251	rna-XM_026443287.1	6	6	0.9961153885897226	0.997016815186425	0.0009014265967024482	2	62.7	2	75.0	12.299999999999997	2362	0.9914	0.9946	1.0000	0.9962	1.0000	0.9945	0.9929	1.0000	1.0000	0.9892	1.0000	1.0000
NC_037647.1	365326	365482	rna-XM_026443287.1	6	6	0.9971249302195827	0.9989316239316239	0.0018066937120412296	0	0.0	0	0.0	0.0	2508	0.9915	1.0000	1.0000	0.9963	1.0000	0.9950	0.9936	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	365565	365717	rna-XM_026443287.1	6	6	0.997732040661623	0.999113475177305	0.0013814345156819563	2	40.0	2	53.35	13.350000000000001	3232	0.9933	1.0000	1.0000	0.9972	1.0000	0.9958	0.9947	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	365811	365942	rna-XM_026443287.1	6	6	0.9978656166400376	0.9992006394884093	0.0013350228483717252	3	28.0667	3	29.6333	1.5665999999999976	3506	0.9937	1.0000	1.0000	0.9975	1.0000	0.9960	0.9952	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	366002	366136	rna-XM_026443287.1	6	6	0.9977399192583235	0.9991928974979821	0.00145297823965862	0	0.0	0	0.0	0.0	3420	0.9932	1.0000	1.0000	0.9973	1.0000	0.9960	0.9952	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	370843	370996	rna-XM_026443297.1	6	6	0.9899860763018659	0.996415770609319	0.006429694307453104	3	0.0	3	0.0	0.0	750	0.9733	1.0000	1.0000	0.9841	1.0000	0.9825	0.9785	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	371225	371555	rna-XM_026443297.1	6	6	0.9949903321763763	0.9981378026070763	0.0031474704306999612	3	56.4333	3	51.9667	-4.4666	1498	0.9857	1.0000	1.0000	0.9918	1.0000	0.9925	0.9888	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	374285	374827	rna-XM_026443297.1	6	6	0.9943877888764944	0.9968553459119497	0.0024675570354553145	6	34.0167	4	55.55	21.533299999999997	966	0.9883	1.0000	1.0000	0.9884	1.0000	0.9896	0.9811	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	382684	382861	rna-XM_026443169.1	6	6	0.9970464310181191	0.9983249581239532	0.001278527105834093	2	70.95	2	76.8	5.849999999999994	2813	0.9914	1.0000	1.0000	0.9942	1.0000	0.9967	0.9899	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	382999	383223	rna-XM_026443169.1	6	6	0.9978743790184458	0.9985754985754985	0.0007011195570527651	0	0.0	0	0.0	0.0	3369	0.9935	1.0000	1.0000	0.9953	1.0000	0.9984	0.9915	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	383371	383505	rna-XM_026443169.1	6	6	0.998857687580108	0.998531853264805	-0.00032583431530297524	0	0.0	0	0.0	0.0	3509	0.9948	1.0000	1.0000	1.0000	1.0000	0.9983	0.9943	0.9969	1.0000	1.0000	1.0000	1.0000
NC_037647.1	387463	387580	rna-XM_016917370.2	6	6	0.9964284008976746	1.0	0.0035715991023254068	1	88.2	1	100.0	11.799999999999997	1148	0.9897	1.0000	1.0000	1.0000	1.0000	0.9888	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	387654	387822	rna-XM_016917370.2	6	6	0.931986531986532	0.9224903952933329	-0.009496136693199153	3	55.4333	3	61.1	5.666699999999999	1249	0.8788	0.8889	1.0000	0.9556	0.9495	0.9192	0.9111	0.9451	0.9701	0.8798	0.8894	0.9394
NC_037647.1	387899	388102	rna-XM_016917370.2	6	6	0.9969908913467794	1.0	0.0030091086532205713	2	72.85	2	86.4	13.550000000000011	1466	0.9914	1.0000	1.0000	1.0000	1.0000	0.9906	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	388197	388333	rna-XM_016917370.2	6	6	0.9964731062721013	1.0	0.0035268937278987167	1	100.0	1	100.0	0.0	1235	0.9899	1.0000	1.0000	1.0000	1.0000	0.9889	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	388487	388808	rna-XM_016917370.2	6	6	0.995043302008476	1.0	0.004956697991523984	5	68.72	3	62.2333	-6.486699999999999	844	0.9851	1.0000	1.0000	1.0000	1.0000	0.9852	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	388871	389049	rna-XM_016917370.2	6	6	0.9955526004728132	1.0	0.004447399527186757	4	3.575	3	5.5667	1.9916999999999998	930	0.9875	1.0000	1.0000	1.0000	1.0000	0.9858	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	389137	389406	rna-XM_016917370.2	6	6	0.9972445699317948	1.0	0.0027554300682052224	1	92.3	1	100.0	7.700000000000003	1452	0.9923	1.0000	1.0000	1.0000	1.0000	0.9912	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	389483	389701	rna-XM_016917370.2	6	6	0.9975125069483046	1.0	0.0024874930516953775	2	44.75	2	33.35	-11.399999999999999	1823	0.9929	1.0000	1.0000	1.0000	1.0000	0.9922	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	389776	389941	rna-XM_016917370.2	6	6	0.9973878460720565	1.0	0.0026121539279434502	2	90.0	2	96.65	6.650000000000006	1869	0.9924	1.0000	1.0000	1.0000	1.0000	0.9919	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	390020	390145	rna-XM_016917370.2	6	6	0.9973743106273227	1.0	0.0026256893726772645	2	78.4	2	64.3	-14.100000000000009	1658	0.9923	1.0000	1.0000	1.0000	1.0000	0.9920	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	390205	390309	rna-XM_016917369.2	6	6	0.9784223875491472	0.9647477562643557	-0.013674631284791516	2	4.4	2	8.3	3.9000000000000004	1397	0.9822	0.9694	0.9898	0.9739	0.9831	0.9721	0.9490	0.9582	0.9831	0.9740	0.9444	0.9797
NC_037647.1	390420	390505	rna-XM_006572075.3	6	6	0.9972494442175944	1.0	0.0027505557824055726	0	0.0	0	0.0	0.0	1565	0.9919	1.0000	1.0000	1.0000	1.0000	0.9916	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	390601	390787	rna-XM_016917370.2	6	6	0.9974198506807203	1.0	0.0025801493192797453	1	43.8	0	0.0	-43.8	1745	0.9924	1.0000	1.0000	1.0000	1.0000	0.9921	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	390886	390976	rna-XM_016917370.2	6	6	0.9974952536701819	1.0	0.0025047463298181194	3	30.8667	3	26.3333	-4.5334	1885	0.9928	1.0000	1.0000	1.0000	1.0000	0.9922	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	391104	391257	rna-XM_016917370.2	6	6	0.9872862629042151	0.992808272085589	0.00552200918137391	2	92.35	2	93.8	1.4500000000000028	1550	0.9754	0.9927	0.9914	1.0000	0.9811	0.9831	0.9794	1.0000	0.9914	0.9928	0.9932	1.0000
NC_037647.1	384630	384813	rna-XM_016917370.2	6	6	0.9722970704075814	0.9846718908901523	0.01237482048257088	5	4.0	4	0.0	-4.0	2523	0.9619	0.9780	0.9783	0.9799	0.9727	0.9630	0.9822	0.9739	0.9874	0.9957	0.9739	0.9949
NC_037647.1	387048	387251	rna-XM_016917370.2	6	6	0.8888735126440045	0.9462119600838719	0.05733844743986738	4	0.0	4	2.075	2.075	683	0.8750	0.9091	0.8701	0.9107	0.9016	0.8667	0.9200	0.9273	0.9588	0.9826	0.9020	0.9867
NC_037647.1	390423	390505	rna-XM_016917370.2	6	6	0.9948787379326585	1.0	0.0051212620673415366	0	0.0	0	0.0	0.0	851	0.9839	1.0000	1.0000	1.0000	1.0000	0.9854	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	390205	390303	rna-XM_016917370.2	6	6	0.963800824899368	0.9463116760351783	-0.01748914886418973	2	4.4	2	8.3	3.9000000000000004	872	0.9688	0.9455	0.9828	0.9597	0.9712	0.9549	0.9238	0.9355	0.9744	0.9592	0.9184	0.9667
NC_037647.1	393016	393199	rna-XM_624335.6	6	6	0.996465272606744	0.9982871841626526	0.0018219115559086063	2	16.45	2	31.35	14.900000000000002	4009	0.9910	1.0000	0.9970	1.0000	0.9969	0.9939	0.9961	1.0000	0.9965	1.0000	0.9972	1.0000
NC_037647.1	393278	393403	rna-XM_624335.6	6	6	0.9935384407771383	0.9965369698624301	0.0029985290852918567	0	0.0	0	0.0	0.0	2909	0.9877	0.9950	0.9955	0.9965	0.9954	0.9912	0.9948	1.0000	0.9956	0.9961	0.9963	0.9964
NC_037647.1	395326	395490	rna-XM_624335.6	6	6	0.99929676511955	1.0	0.0007032348804499877	3	85.1667	3	80.7	-4.466700000000003	2906	1.0000	1.0000	1.0000	1.0000	1.0000	0.9958	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	395633	395777	rna-XM_624335.6	6	6	0.9994658119658121	1.0	0.0005341880341879213	3	0.0	1	0.0	0.0	3627	1.0000	1.0000	1.0000	1.0000	1.0000	0.9968	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	397412	397746	rna-XM_026443339.1	6	6	0.9988425925925926	1.0	0.0011574074074074403	3	41.5	2	52.3	10.799999999999997	2335	1.0000	1.0000	1.0000	1.0000	1.0000	0.9931	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	397827	398211	rna-XM_026443339.1	6	6	0.9975308641975308	1.0	0.0024691358024692134	0	0.0	0	0.0	0.0	1032	1.0000	1.0000	1.0000	1.0000	1.0000	0.9852	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	398302	398525	rna-XM_026443339.1	6	6	0.9979797979797981	1.0	0.002020202020201922	1	61.5	1	71.4	9.900000000000006	1061	1.0000	1.0000	1.0000	1.0000	1.0000	0.9879	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	398603	398735	rna-XM_026443339.1	6	6	0.9984639016897082	1.0	0.001536098310291778	1	0.0	1	0.0	0.0	1516	1.0000	1.0000	1.0000	1.0000	1.0000	0.9908	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	399948	400103	rna-XM_006572072.3	6	6	0.9968847352024922	1.0	0.0031152647975077885	0	0.0	0	0.0	0.0	709	1.0000	1.0000	1.0000	1.0000	1.0000	0.9813	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	400178	400308	rna-XM_006572072.3	6	6	0.9975124378109452	1.0	0.0024875621890547706	1	85.7	0	0.0	-85.7	896	1.0000	1.0000	1.0000	1.0000	1.0000	0.9851	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	401364	401681	rna-XM_006572073.3	6	6	0.9988673918630435	1.0	0.001132608136956481	1	54.8	1	64.7	9.900000000000006	7100	1.0000	1.0000	0.9955	1.0000	1.0000	0.9977	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	401773	401951	rna-XM_006572073.3	6	6	0.9995555555555556	1.0	0.0004444444444443585	1	22.2	0	0.0	-22.2	6010	1.0000	1.0000	1.0000	1.0000	1.0000	0.9973	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	403672	404340	rna-XM_016917365.2	6	5	0.9614566719829877	0.9929824561403509	0.03152578415736318	5	65.16	5	55.28	-9.879999999999995	316	1.0000	0.8596	1.0000	1.0000	1.0000	0.9091		0.9649	1.0000	1.0000	1.0000	1.0000
NC_037647.1	404405	404907	rna-XM_016917365.2	6	6	0.9736842105263159	0.9965635738831615	0.022879363356845595	4	77.95	3	84.8	6.849999999999994	489	1.0000	0.8947	1.0000	1.0000	1.0000	0.9474	1.0000	0.9794	1.0000	1.0000	1.0000	1.0000
NC_037647.1	404986	405379	rna-XM_016917365.2	6	6	0.9782905982905983	0.9973333333333333	0.019042735042735015	1	87.0	1	82.4	-4.599999999999994	577	1.0000	0.9231	1.0000	1.0000	1.0000	0.9467	1.0000	0.9840	1.0000	1.0000	1.0000	1.0000
NC_037647.1	405477	405806	rna-XM_016917365.2	6	6	0.9720057720057721	0.9964539007092199	0.024448128703447813	6	45.5667	6	40.6833	-4.883399999999995	466	1.0000	0.9048	1.0000	1.0000	1.0000	0.9273	1.0000	0.9787	1.0000	1.0000	1.0000	1.0000
NC_037647.1	407248	407413	rna-XM_001122985.4	6	6	0.9941046986780943	0.9994272623138603	0.005322563635765998	3	80.2667	3	88.2667	8.0	2531	1.0000	0.9767	1.0000	1.0000	1.0000	0.9880	1.0000	0.9966	1.0000	1.0000	1.0000	1.0000
NC_037647.1	407492	407636	rna-XM_001122985.4	6	6	0.9944882951158506	0.9994791666666667	0.004990871550816123	1	20.0	1	23.1	3.1000000000000014	2744	1.0000	0.9777	1.0000	1.0000	1.0000	0.9893	1.0000	0.9969	1.0000	1.0000	1.0000	1.0000
NC_037647.1	414158	414390	rna-XM_026443490.1	6	6	0.9974160206718347	1.0	0.0025839793281653423	6	2.2167	6	2.6	0.3833000000000002	732	1.0000	1.0000	1.0000	1.0000	1.0000	0.9845	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	414549	414853	rna-XM_026443490.1	6	6	0.998062015503876	1.0	0.0019379844961240345	3	42.4333	3	50.3	7.8666999999999945	875	1.0000	1.0000	1.0000	1.0000	1.0000	0.9884	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	415000	415160	rna-XM_026443490.1	6	6	0.9983079526226734	1.0	0.0016920473773266442	0	0.0	0	0.0	0.0	966	1.0000	1.0000	1.0000	1.0000	1.0000	0.9898	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	415322	415480	rna-XM_026443490.1	6	6	0.9981481481481481	1.0	0.0018518518518518823	1	76.9	1	62.5	-14.400000000000006	961	1.0000	1.0000	1.0000	1.0000	1.0000	0.9889	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	415569	415706	rna-XM_026443490.1	6	6	0.9984848484848485	1.0	0.0015151515151514694	1	71.4	0	0.0	-71.4	1215	1.0000	1.0000	1.0000	1.0000	1.0000	0.9909	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	415803	415957	rna-XM_026443490.1	6	6	0.9987834549878345	1.0	0.0012165450121655041	0	0.0	0	0.0	0.0	1504	1.0000	1.0000	1.0000	1.0000	1.0000	0.9927	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	416034	416151	rna-XM_026443490.1	6	6	0.9987325728770595	1.0	0.0012674271229404788	1	5.6	1	0.0	-5.6	1459	1.0000	1.0000	1.0000	1.0000	1.0000	0.9924	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	416227	416339	rna-XM_026443490.1	6	6	0.9987745098039215	1.0	0.001225490196078538	2	88.9	2	95.0	6.099999999999994	1473	1.0000	1.0000	1.0000	1.0000	1.0000	0.9926	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	416425	417223	rna-XM_026443491.1	6	6	0.9976359338061466	1.0	0.0023640661938534313	11	27.3273	11	17.0455	-10.2818	747	1.0000	1.0000	1.0000	1.0000	1.0000	0.9858	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	416425	416527	rna-XM_026443490.1	6	6	0.9982993197278911	1.0	0.001700680272108901	1	20.8	1	18.2	-2.6000000000000014	1112	1.0000	1.0000	1.0000	1.0000	1.0000	0.9898	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037647.1	448485	448587	rna-XM_026443489.1	6	6	0.020066889632107024	0.007936507936507936	-0.012130381695599088	6	0.0	6	2.4	2.4	304	0.0435	0.0000	0.0000	0.0769	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0476	0.0000
NC_037647.1	471601	471819	rna-XM_003251823.4	6	6	0.15361723418221487	0.14862987001460629	-0.004987364167608588	18	0.4778	18	1.6944	1.2166	390	0.4286	0.0769	0.1304	0.1724	0.0877	0.0256	0.0690	0.1134	0.2364	0.0385	0.1714	0.2632
NC_037647.1	473394	473694	rna-XM_003251823.4	6	6	0.20113798836968896	0.1926068975745682	-0.008531090795120766	23	0.6696	23	0.7957	0.1261	426	0.4667	0.1429	0.2405	0.0870	0.1746	0.0952	0.1290	0.1313	0.2500	0.1525	0.1594	0.3333
NC_037647.1	475749	476561	rna-XM_003251823.4	6	6	0.24029850796824737	0.2057105064293215	-0.034588001538925855	54	0.4463	54	0.2519	-0.19439999999999996	447	0.5152	0.1549	0.2683	0.1600	0.1475	0.1959	0.1515	0.2321	0.2364	0.1765	0.1594	0.2784
NC_037647.1	476811	477793	rna-XM_003251823.4	6	6	0.26562008311606977	0.2285494328542764	-0.037070650261793375	65	0.5554	65	0.5954	0.040000000000000036	460	0.5294	0.2683	0.2593	0.2075	0.1333	0.1959	0.1515	0.2586	0.3115	0.2113	0.1831	0.2553
